,release_date,movie,distributor,domestic_box_office_to_date,trailer
10154,2017-12-15,Birdboy: The Forgotten Children ,GKIDS,38785, 
10155,2017-12-15,Sundowners ,Factory 25,, 
10156,2017-12-15,The Thousand Faces of Dunjia ,Well Go USA,124187, 
10157,2017-12-15,Youth ,China Lion Film Distribution,1891956, 
10158,2017-12-15,Star Wars Ep. VIII: The Last Jedi ,Walt Disney,620181382,Play
10159,2017-12-20,The Greatest Showman ,20th Century Fox,174340174,Play
10160,2017-12-20,Jumanji: Welcome to the Jungle ,Sony Pictures,404508916,Play
10161,2017-12-21,The Lucky Man ,Indican Pictures,25015, 
10162,2017-12-22,Downsizing ,Paramount Pictures,24449754,Play
10163,2017-12-22,Father Figures ,Warner Bros.,17501244,Play
10164,2017-12-22,Pitch Perfect 3 ,Universal,104897530,Play
10165,2017-12-22,The Shape of Water ,Fox Searchlight,63859435,Play
10166,2017-12-22,Along With The Gods: The Two Worlds ,Well Go USA,1908822, 
10167,2017-12-22,Crooked House ,Vertical Entertainment,, 
10168,2017-12-22,Hangman ,Saban Films,, 
10169,2017-12-22,Happy End ,Sony Pictures Classics,293163, 
10170,2017-12-22,Hostiles ,Entertainment Studios Motion Pictures,29819114,Play
10171,2017-12-22,The Post ,20th Century Fox,81903458,Play
10172,2017-12-22,Tiger Zinda Hai ,Yash Raj Films,5560921, 
10173,2017-12-22,The Two of Us ,Cohen Media Group,50710, 
10174,2017-12-25,All the Money in the World ,Sony Pictures,25106325,Play
10175,2017-12-25,Mollyâs Game ,STX Entertainment,28780744,Play
10176,2017-12-25,Phantom Thread ,Focus Features,21198205,Play
10177,2017-12-27,In The Fade ,Magnolia Pictures,321011, 
10178,2017-12-29,Ex Files 3: Return of the Exes ,China Lion Film Distribution,837791, 
10179,2017-12-29,Film Stars Donât Die in Liverpool ,Sony Pictures Classics,1024266,Play
10180,2018-01-03,Anatomy of a Male Ballet Dancer ,Cinema Tropical,, 
10181,2018-01-05,Insidious: The Last Key ,Universal,67745330,Play
10182,2018-01-05,Mollyâs Game ,STX Entertainment,28780744,Play
10183,2018-01-05,Blame ,Samuel Goldwyn Films,, 
10184,2018-01-05,Bob le flambeur ,Rialto Pictures,56596, 
10185,2018-01-05,Dark Meridian ,Self Distributed,, 
10186,2018-01-05,Day of the Dead: Bloodline ,Saban Films,, 
10187,2018-01-05,Devilâs Gate ,IFC Midnight,, 
10188,2018-01-05,Django ,Under the Milky Way,56556, 
10189,2018-01-05,Goldbuster ,Well Go USA,186135, 
10190,2018-01-05,Hanson and the Beast ,Asia Releasing,, 
10191,2018-01-05,In Between ,Film Movement,107977, 
10192,2018-01-05,In the Land of Pomegranates ,First Run Features,7014, 
10193,2018-01-05,Madtown ,Sony Pictures,, 
10194,2018-01-05,Namiya ,China Lion Film Distribution,39584, 
10195,2018-01-05,Project Eden: Vol. 1 ,Instrum International,, 
10196,2018-01-05,The Strange Ones ,Vertical Entertainment,, 
10197,2018-01-05,Stratton ,Momentum Pictures,, 
10198,2018-01-05,Surge of Power: Revenge of the Sequel ,Indie Rights,, 
10199,2018-01-05,Surviving the Wild ,,, 
10200,2018-01-05,On Body and Soul ,Netflix,, 
10201,2018-01-09,The Beyond ,Gravitas Ventures,, 
10202,2018-01-09,Dark Harvest ,Self Distributed,, 
10203,2018-01-10,The Room ,Fathom Events,, 
10204,2018-01-12,The Commuter ,Lionsgate,36343858,Play
10205,2018-01-12,Paddington 2 ,Warner Bros.,40891591,Play
10206,2018-01-12,Proud Mary ,Sony Pictures,20868638,Play
10207,2018-01-12,The Post ,20th Century Fox,81903458,Play
10208,2018-01-12,Acts of Violence ,Lionsgate Premiere,, 
10209,2018-01-12,Bitter Money ,Icarus Films,, 
10210,2018-01-12,Condorito: The Movie ,Lionsgate,447719, 
10211,2018-01-12,Freak Show ,IFC Films,19696, 
10212,2018-01-12,Humor Me ,Shout! Factory,38419, 
10213,2018-01-12,Inside ,Vertical Entertainment,, 
10214,2018-01-12,The Insult ,Cohen Media Group,1000038, 
10215,2018-01-12,The Last Poker Game ,Gravitas Ventures,, 
10216,2018-01-12,Lover For a Day ,MUBI,, 
10217,2018-01-12,Memories of Underdevelopment ,Janus Films,29647, 
10218,2018-01-12,My Art ,Film Movement,12554, 
10219,2018-01-12,Parchi ,Atlas Distribution,69431, 
10220,2018-01-12,Saturday Church ,Samuel Goldwyn Films,, 
10221,2018-01-12,Vazante ,Music Box Films,23884, 
10222,2018-01-12,Wastelander ,Indican Pictures,70045, 
10223,2018-01-17,Beuys ,Kino Lorber,65410, 
10224,2018-01-19,12 Strong ,Warner Bros.,45819713,Play
10225,2018-01-19,Den of Thieves ,STX Entertainment,44947622,Play
10226,2018-01-19,Forever My Girl ,Roadside Attractions,16376066,Play
10227,2018-01-19,"I, Tonya ",Neon,30014534, 
10228,2018-01-19,Phantom Thread ,Focus Features,21198205,Play
10229,2018-01-19,Dance Baby Dance ,Indie Rights,, 
10230,2018-01-19,Delirium ,Gravitas Ventures,, 
10231,2018-01-19,The Final Year ,Magnolia Pictures,191900, 
10232,2018-01-19,Kangaroo ,Abramorama Films,4547, 
10233,2018-01-19,Mama Africa ,ArtMattan Productions,9808, 
10234,2018-01-19,Mary and the Witchâs Flower ,GKIDS,2418404, 
10235,2018-01-19,The Midnight Man ,IFC Midnight,, 
10236,2018-01-19,Mom & Dad ,Momentum Pictures,, 
10237,2018-01-19,The Revival ,Breaking Glass Pictures,, 
10238,2018-01-19,Ridge Runners ,Indican Pictures,26019, 
10239,2018-01-19,The Road Movie ,Oscilloscope Pictures,35757, 
10240,2018-01-19,Showdown in Manila ,ITN,, 
10241,2018-01-19,Silver Soul ,Self Distributed,, 
10242,2018-01-19,Small Town Crime ,Saban Films,, 
10243,2018-01-19,This Giant Papier-MÃ¢chÃ© Boulder Is Actually Really Heavy ,Parade Deck Films,, 
10244,2018-01-19,Young Lions of Gypsy ,IFC Films,40483, 
10245,2018-01-19,12 Strong ,Warner Bros.,45819713,Play
10246,2018-01-23,Exhibition On Screen: Hockney ,Seventh Art Releasing,, 
10247,2018-01-25,Keys to the Heart ,CJ Entertainment,, 
10248,2018-01-25,Padmavati ,Paramount Pictures,11846060, 
10249,2018-01-26,Maze Runner: The Death Cure ,20th Century Fox,58032443,Play
10250,2018-01-26,Hostiles ,Entertainment Studios Motion Pictures,29819114,Play
10251,2018-01-26,American Folk ,Good Deed Entertainment,, 
10252,2018-01-26,The Clapper ,Momentum Pictures,, 
10253,2018-01-26,The Competition ,Gravitas Ventures,, 
10254,2018-01-26,Desolation ,Parade Deck Films,16920, 
10255,2018-01-26,Get Out ,Universal,176040665,Play
10256,2018-01-26,Have a Nice Day ,Strand,79326, 
10257,2018-01-26,In The Intense Now ,Icarus Films,, 
10258,2018-01-26,Kickboxer: Retaliation ,Well Go USA,4537, 
10259,2018-01-26,Like Me ,Kino Lorber,12965, 
10260,2018-01-26,The Misguided ,Indie Rights,, 
10261,2018-01-26,The Neighbor ,Vertical Entertainment,, 
10262,2018-01-26,Please Stand By ,Magnolia Pictures,9868, 
10263,2018-01-26,West of the Jordan River ,Kino Lorber,1926, 
10264,2018-01-29,â85 The Greatest Team in Football History ,Fathom Events,115463, 
10265,2018-01-30,Just Charlie ,Wolfe Releasing,, 
10266,2018-02-01,Adrenochrome ,Filmchella,, 
10267,2018-02-02,Winchester ,CBS Films,25091816,Play
10268,2018-02-02,24 Frames: Before and After Lumiere ,Janus Films,34483, 
10269,2018-02-02,Before We Vanish ,Super LTD,52087, 
10270,2018-02-02,Bilal: A New Breed of Hero ,Vertical Entertainment,490973, 
10271,2018-02-02,Braven ,Saban Films,, 
10272,2018-02-02,The Cage Fighter ,IFC Films,3392, 
10273,2018-02-02,A Fantastic Woman ,Sony Pictures Classics,2019554, 
10274,2018-02-02,Legend of the Mountain ,Kino Lorber,7639, 
10275,2018-02-02,Living Among Us ,Vision Films,, 
10276,2018-02-02,The Music of Silence ,AMBI,, 
10277,2018-02-02,Scorched Earth ,Cinedigm,, 
10278,2018-02-02,Till the End of the World ,China Lion Film Distribution,118352, 
10279,2018-02-09,The 15:17 to Paris ,Warner Bros.,36276286,Play
10280,2018-02-09,Fifty Shades Freed ,Universal,100407760,Play
10281,2018-02-09,Peter Rabbit ,Sony Pictures,115234093,Play
10282,2018-02-09,2018 Oscar Shorts ,ShortsHD,3508777, 
10283,2018-02-09,Basmati Blues ,Shout! Factory,, 
10284,2018-02-09,Becks ,Blue Fox Entertainment,, 
10285,2018-02-09,La Boda de Valentina ,Lionsgate,2783739, 
10286,2018-02-09,Bomb City ,Gravitas Ventures,59329, 
10287,2018-02-09,But Deliver Us From Evil ,Indican Pictures,285169, 
10288,2018-02-09,Coffee ,Uncork'd Entertainment,, 
10289,2018-02-09,Fake Blood ,levelFILM,, 
10290,2018-02-09,The Female Brain ,IFC Films,21786, 
10291,2018-02-09,First We Take Brooklyn ,2B Films,, 
10292,2018-02-09,Golden Exits ,Sony Pictures,37801, 
10293,2018-02-09,Magical Girl Lyrical Nanoha: Reflection ,Eleven Arts,, 
10294,2018-02-09,Monster Family ,Viva Entertainment,, 
10295,2018-02-09,Padman ,Sony Pictures,1662927, 
10296,2018-02-09,The Peacemaker ,Self Distributed,, 
10297,2018-02-09,Permission ,Good Deed Entertainment,, 
10298,2018-02-09,Still/Born ,Vertical Entertainment,, 
10299,2018-02-09,Time Regained ,KimStim,467247, 
10300,2018-02-09,Fifty Shades Freed ,Universal,100407760,Play
10301,2018-02-14,Double Lover ,Cohen Media Group,167093, 
10302,2018-02-14,Tehran Taboo ,Kino Lorber,74758, 
10303,2018-02-14,The Wedding Party 2: Destination Dubai ,IronFlix,11140, 
10304,2018-02-16,Black Panther ,Walt Disney,700059566,Play
10305,2018-02-16,Early Man ,Lionsgate,8267544,Play
10306,2018-02-16,Samson ,Pure Flix Entertainment,4719928,Play
10307,2018-02-16,Aiyaary ,Reliance Entertainment,, 
10308,2018-02-16,The Boy Downstairs ,FilmRise,13638, 
10309,2018-02-16,Detective Chinatown 2 ,Warner Bros.,1983984, 
10310,2018-02-16,Detective K: Secret of the Living Dead ,Well Go USA,104012, 
10311,2018-02-16,Hidden Light ,Indie Rights,, 
10312,2018-02-16,The Housemaid ,IFC Midnight,, 
10313,2018-02-16,Looking Glass ,Momentum Pictures,, 
10314,2018-02-16,Loveless ,Sony Pictures Classics,564073, 
10315,2018-02-16,Mind Game ,GKIDS,36613, 
10316,2018-02-16,The Monkey King 3: Kingdom of Women ,Well Go USA,187074, 
10317,2018-02-16,Monster Hunt 2 ,Lionsgate,706153, 
10318,2018-02-16,Nostalgia ,Bleecker Street,86301, 
10319,2018-02-16,The Party ,Roadside Attractions,749827, 
10320,2018-02-16,The Scent of Rain and Lightning ,Echo Bridge,, 
10321,2018-02-16,Western ,Cinema Guild,41042, 
10322,2018-02-16,Black Panther ,Walt Disney,700059566,Play
10323,2018-02-18,The Wizard of Oz ,Warner Bros.,34685891, 
10324,2018-02-20,Days of Power ,Gravitas Ventures,, 
10325,2018-02-20,Sinatra in Palm Springs: The Place He Called Home ,Shout! Factory,, 
10326,2018-02-22,Concert for George ,Abramorama Films,70000, 
10327,2018-02-23,Annihilation ,Paramount Pictures,32732301,Play
10328,2018-02-23,Every Day ,Orion Pictures,6112914,Play
10329,2018-02-23,Game Night ,Warner Bros.,69179066,Play
10330,2018-02-23,7 Guardians of the Tomb ,Gravitas Ventures,, 
10331,2018-02-23,Agent Mr. Chan ,China Lion Film Distribution,208351, 
10332,2018-02-23,Are We Not Cats ,Cleopatra Films,, 
10333,2018-02-23,Beast of Burden ,Momentum Pictures,, 
10334,2018-02-23,The Cured ,IFC Films,26630, 
10335,2018-02-23,Curvature ,Screen Media Films,, 
10336,2018-02-23,El Mar La Mar ,Cinema Guild,9065, 
10337,2018-02-23,Golden Slumber ,CJ Entertainment,, 
10338,2018-02-23,Half Magic ,Momentum Pictures,, 
10339,2018-02-23,Hannah ,Parade Deck Films,, 
10340,2018-02-23,King of Hearts ,Cohen Media Group,17646, 
10341,2018-02-23,The Lodgers ,Epic Pictures Group,7362, 
10342,2018-02-23,November ,Oscilloscope Pictures,8620, 
10343,2018-02-23,Operation Red Sea ,Well Go USA,1543547, 
10344,2018-02-23,Survivors Guide to Prison ,Gravitas Ventures,, 
10345,2018-02-23,The Young Karl Marx ,The Orchard,125659, 
10346,2018-02-24,Birds of a Feather 2 ,Indie Rights,, 
10347,2018-02-27,Primal Rage ,Fathom Events,, 
10348,2018-02-28,Did You Wonder Who Fired The Gun? ,Grasshopper Film,, 
10349,2018-03-02,Death Wish ,MGM,34017028,Play
10350,2018-03-02,Red Sparrow ,20th Century Fox,46874505,Play
10351,2018-03-02,American Socialist: The Life & Times of Eugene Victor Debs ,First Run Features,12610, 
10352,2018-03-02,Apocalypsis ,Indican Pictures,20052, 
10353,2018-03-02,Dance Academy: The Comeback ,Cinedigm,, 
10354,2018-03-02,Death House ,Hannover House,23833, 
10355,2018-03-02,Donât Talk to Irene ,Gravitas Ventures,, 
10356,2018-03-02,Foxtrot ,Sony Pictures Classics,617972, 
10357,2018-03-02,Hondros ,Entertainment Studios Motion Pictures,, 
10358,2018-03-02,Let Yourself Go ,Menemsha Entertainment,8128, 
10359,2018-03-02,Midnighters ,IFC Midnight,, 
10360,2018-03-02,Mohawk ,Dark Sky Films,, 
10361,2018-03-02,Oh Lucy! ,Film Movement,375393, 
10362,2018-03-02,Pickings ,Self Distributed,, 
10363,2018-03-02,Ruling of the Heart ,SunWorld Pictures,, 
10364,2018-03-02,Souvenir ,Strand,11078, 
10365,2018-03-02,Submission ,Great Point Media,39985, 
10366,2018-03-02,They Remain ,Paladin,, 
10367,2018-03-02,The Vanishing of Sidney Hall ,A24,, 
10368,2018-03-02,Red Sparrow ,20th Century Fox,46874505,Play
10369,2018-03-03,The Dark Crystal ,Fathom Events,40577001, 
10370,2018-03-06,Eat Me ,Blue Fox Entertainment,, 
10371,2018-03-09,Gringo ,STX Entertainment,4969853,Play
10372,2018-03-09,The Hurricane Heist ,Entertainment Studios Motion Pictures,6115824,Play
10373,2018-03-09,The Strangers: Prey at Night ,Aviron Pictures,24431472,Play
10374,2018-03-09,A Wrinkle in Time ,Walt Disney,100478608,Play
10375,2018-03-09,1:54 ,Breaking Glass Pictures,, 
10376,2018-03-09,3 Storeys ,Excel Entertainment,, 
10377,2018-03-09,Bent ,Lionsgate Premiere,, 
10378,2018-03-09,Claireâs Camera ,Cinema Guild,83418, 
10379,2018-03-09,The Death of Stalin ,IFC Films,8047856, 
10380,2018-03-09,The Forgiven ,Saban Films,, 
10381,2018-03-09,Girls vs. Gangsters ,Well Go USA,37115, 
10382,2018-03-09,Itzhak ,Greenwich,618626, 
10383,2018-03-09,Leaning into the Wind ,Magnolia Pictures,400530, 
10384,2018-03-09,The Leisure Seeker ,Sony Pictures Classics,3224126,Play
10385,2018-03-09,Los Angeles Overnight ,Arena Cinelounge,, 
10386,2018-03-09,Meditation Park ,Mongrel Media,235849, 
10387,2018-03-09,Our Blood is Wine ,Music Box Films,13348, 
10388,2018-03-09,Sheep & Wolves ,Vertical Entertainment,, 
10389,2018-03-09,Thoroughbreds ,Focus Features,3072605,Play
10390,2018-03-09,A Wrinkle in Time ,Walt Disney,100478608,Play
10391,2018-03-11,29 to Life ,Indie Rights,, 
10392,2018-03-14,Eight Hours Donât Make a Day ,Janus Films,19987, 
10393,2018-03-15,Reign of Judges: Title of Liberty ,"Darin Southam Endeavor, Inc.",93224, 
10394,2018-03-16,7 Days in Entebbe ,Focus Features,3189220,Play
10395,2018-03-16,I Can Only Imagine ,Roadside Attractions,83482352,Play
10396,2018-03-16,"Love, Simon ",20th Century Fox,40826341,Play
10397,2018-03-16,Tomb Raider ,Warner Bros.,58250803,Play
10398,2018-03-16,12 Days ,Distrib Films,2633, 
10399,2018-03-16,Allure ,Samuel Goldwyn Films,, 
10400,2018-03-16,Apartment 212 ,Gravitas Ventures,, 
10401,2018-03-16,Augie ,Self Distributed,, 
10402,2018-03-16,Dear Dictator ,Cinedigm,, 
10403,2018-03-16,Demon House ,Freestyle Releasing,, 
10404,2018-03-16,Flower ,The Orchard,328188, 
10405,2018-03-16,Furlough ,IFC Films,8472, 
10406,2018-03-16,The Happys ,Indican Pictures,21108, 
10407,2018-03-16,Josie ,Screen Media Films,, 
10408,2018-03-16,Journeyâs End ,Good Deed Entertainment,148275, 
10409,2018-03-16,Keep The Change ,Kino Lorber,202788, 
10410,2018-03-16,Maineland ,Abramorama Films,, 
10411,2018-03-16,No Light and No Land Anywhere ,Factory 25,, 
10412,2018-03-16,Raid ,Eros Entertainment,1010385, 
10413,2018-03-16,Ramen Heads ,Gunpowder & Sky,57346, 
10414,2018-03-16,Tilt ,Vertical Entertainment,, 
10415,2018-03-16,Us and Them ,The Orchard,, 
10416,2018-03-16,Yesterday went with Yesterday ,Cinema Village,, 
10417,2018-03-16,Tomb Raider ,Warner Bros.,58250803,Play
10418,2018-03-23,Midnight Sun ,Global Road,9561064,Play
10419,2018-03-23,Pacific Rim: Uprising ,Universal,59874525,Play
10420,2018-03-23,"Paul, Apostle of Christ ",Sony Pictures,17547999,Play
10421,2018-03-23,Sherlock Gnomes ,Paramount Pictures,43242871,Play
10422,2018-03-23,Unsane ,Bleecker Street,7690044,Play
10423,2018-03-23,Attack of the Southern Fried Zombies ,Gravitas Ventures,, 
10424,2018-03-23,Back to Burgundy ,Music Box Films,257610, 
10425,2018-03-23,A Bag of Marbles ,Self Distributed,409862, 
10426,2018-03-23,Barren Trees ,Indie Rights,, 
10427,2018-03-23,Beauty and the Dogs ,Oscilloscope Pictures,7263, 
10428,2018-03-23,Dead on Arrival ,Vision Films,, 
10429,2018-03-23,Elis ,Cleopatra Films,, 
10430,2018-03-23,Final Portrait ,Sony Pictures Classics,460859, 
10431,2018-03-23,Followers ,Synkronized,, 
10432,2018-03-23,Getting Grace ,Hannover House,217812, 
10433,2018-03-23,Hichki ,Yash Raj Films,, 
10434,2018-03-23,I Kill Giants ,RLJ Entertainment,, 
10435,2018-03-23,Isle of Dogs ,Fox Searchlight,32015231,Play
10436,2018-03-23,Ismaelâs Ghost ,Magnolia Pictures,102510, 
10437,2018-03-23,The Last Suit ,Outsider,73548, 
10438,2018-03-23,Madame ,Blue Fox Entertainment,, 
10439,2018-03-23,A Normal Life ,Indie Rights,, 
10440,2018-03-23,Pyewacket ,IFC Midnight,, 
10441,2018-03-23,The Redeemed and the Dominant: Fittest on Earth ,Gravitas Ventures,, 
10442,2018-03-23,Shed Skin Papa ,China Lion Film Distribution,13331, 
10443,2018-03-23,Shifting Gears ,Freestyle Releasing,, 
10444,2018-03-23,Summer in the Forest ,Abramorama Films,45542, 
10445,2018-03-23,Triumph: The Untold Story of Perry Wallace ,Black Sheep Stew,, 
10446,2018-03-23,What We Started ,Abramorama Films,, 
10447,2018-03-23,The Workshop ,Strand,20590, 
10448,2018-03-23,Pacific Rim: Uprising ,Universal,59874525,Play
10449,2018-03-24,Ice Dragon: Legend of the Blue Daisies ,Fathom Events,, 
10450,2018-03-28,Kirk Cameron: Connect ,Fathom Events,, 
10451,2018-03-29,Ready Player One ,Warner Bros.,137690172,Play
10452,2018-03-30,Acrimony ,Lionsgate,43549096,Play
10453,2018-03-30,Godâs Not Dead: A Light in Darkness ,Pure Flix Entertainment,5728940,Play
10454,2018-03-30,After Louie ,Freestyle Releasing,, 
10455,2018-03-30,All I Wish ,Paladin,, 
10456,2018-03-30,Baaghi 2 ,FIP,1319579, 
10457,2018-03-30,Best F,Summit Pictures,, 
10458,2018-03-30,Birthmarked ,Vertical Entertainment,, 
10459,2018-03-30,Caught ,Cinedigm,, 
10460,2018-03-30,The China Hustle ,Magnolia Pictures,48650, 
10461,2018-03-30,Finding Your Feet ,Roadside Attractions,1418682, 
10462,2018-03-30,FourPlay ,Parade Deck Films,, 
10463,2018-03-30,The Gardener ,Gravitas Ventures,62734, 
10464,2018-03-30,Gemini ,Neon,200340, 
10465,2018-03-30,The Great Silence ,Film Movement,53074, 
10466,2018-03-30,King in the Wilderness ,HBO Documentary Films,, 
10467,2018-03-30,Kuleana ,Self Distributed,, 
10468,2018-03-30,The Last Movie Star ,A24,14410, 
10469,2018-03-30,Love After Love ,IFC Films,121098, 
10470,2018-03-30,Reinventing Marvin ,Mongrel Media,3420, 
10471,2018-03-30,Outside In ,The Orchard,68492, 
10472,2018-03-30,Personal Problems ,Kino Lorber,, 
10473,2018-03-30,Status Update ,Vertical Entertainment,, 
10474,2018-03-30,Tales of the American ,Indie Rights,, 
10475,2018-04-05,Do You Trust This Computer? ,Self Distributed,, 
10476,2018-04-05,#Screamers ,Epic Pictures Group,, 
10477,2018-04-06,Blockers ,Universal,60311495,Play
10478,2018-04-06,Chappaquiddick ,Entertainment Studios Motion Pictures,17395521,Play
10479,2018-04-06,The Miracle Season ,LD Entertainment,10230620,Play
10480,2018-04-06,A Quiet Place ,Paramount Pictures,188024361,Play
10481,2018-04-06,Seven Years of Night ,,, 
10482,2018-04-06,ACORN and the Firestorm ,First Run Features,2621, 
10483,2018-04-06,Big Fish & Begonia ,Shout! Factory,, 
10484,2018-04-06,Blood Feast ,Hannover House,8708, 
10485,2018-04-06,The Endless ,Well Go USA,272020, 
10486,2018-04-06,Good Luck ,Self Distributed,, 
10487,2018-04-06,The Heart of Nuba ,Abramorama Films,37880, 
10488,2018-04-06,The Humanity Bureau ,Minds Eye International,, 
10489,2018-04-06,Lean on Pete ,A24,1163056, 
10490,2018-04-06,Lowlife ,IFC Midnight,, 
10491,2018-04-06,Spinning Man ,Lionsgate Premiere,, 
10492,2018-04-06,Sweet Country ,Samuel Goldwyn Films,85556, 
10493,2018-04-06,Trek: The Movie ,Excel Entertainment,, 
10494,2018-04-06,Where is Kyra? ,Great Point Media,59717, 
10495,2018-04-06,You Were Never Really Here ,Amazon Studios,2523610, 
10496,2018-04-06,Pandas ,IMAX Films,7574012, 
10497,2018-04-11,Beirut ,Bleecker Street,5019226,Play
10498,2018-04-11,Dunkirk ,Warner Bros.,190068280,Play
10499,2018-04-11,Hitlerâs Hollywood ,Kino Lorber,43766, 
10500,2018-04-13,Rampage ,Warner Bros.,101028233,Play
